zone I=    46   J=    16  F=POINT
       0.000      22.000     -21.000
       1.078      22.000     -21.000
       2.156      22.000     -21.000
       3.233      22.000     -21.000
       4.311      22.000     -21.000
       5.389      22.000     -21.000
       6.467      22.000     -21.000
       7.544      22.000     -21.000
       8.622      22.000     -21.000
       9.700      22.000     -21.000
      10.778      22.000     -21.000
      11.856      22.000     -21.000
      12.933      22.000     -21.000
      14.011      22.000     -21.000
      15.089      22.000     -21.000
      16.167      22.000     -21.000
      17.244      22.000     -21.000
      18.322      22.000     -21.000
      19.400      22.000     -21.000
      20.478      22.000     -21.000
      21.556      22.000     -21.000
      22.633      22.000     -21.000
      23.711      22.000     -21.000
      24.789      22.000     -21.000
      25.867      22.000     -21.000
      26.944      22.000     -21.000
      28.022      22.000     -21.000
      29.100      22.000     -21.000
      30.178      22.000     -21.000
      31.256      22.000     -21.000
      32.333      22.000     -21.000
      33.411      22.000     -21.000
      34.489      22.000     -21.000
      35.567      22.000     -21.000
      36.644      22.000     -21.000
      37.722      22.000     -21.000
      38.800      22.000     -21.000
      39.878      22.000     -21.000
      40.956      22.000     -21.000
      42.033      22.000     -21.000
      43.111      22.000     -21.000
      44.189      22.000     -21.000
      45.267      22.000     -21.000
      46.344      22.000     -21.000
      47.422      22.000     -21.000
      48.500      22.000     -21.000
       0.000      22.197     -21.000
       1.119      22.197     -21.000
       2.239      22.197     -21.000
       3.358      22.197     -21.000
       4.477      22.197     -21.000
       5.597      22.197     -21.000
       6.716      22.197     -21.000
       7.836      22.197     -21.000
       8.955      22.197     -21.000
      10.074      22.197     -21.000
      11.194      22.197     -21.000
      12.313      22.197     -21.000
      13.432      22.197     -21.000
      14.552      22.197     -21.000
      15.671      22.197     -21.000
      16.790      22.197     -21.000
      17.910      22.197     -21.000
      19.029      22.197     -21.000
      20.148      22.197     -21.000
      21.268      22.197     -21.000
      22.387      22.197     -21.000
      23.507      22.197     -21.000
      24.626      22.197     -21.000
      25.745      22.197     -21.000
      26.865      22.197     -21.000
      27.984      22.197     -21.000
      29.103      22.197     -21.000
      30.223      22.197     -21.000
      31.342      22.197     -21.000
      32.461      22.197     -21.000
      33.581      22.197     -21.000
      34.700      22.197     -21.000
      35.820      22.197     -21.000
      36.939      22.197     -21.000
      38.058      22.197     -21.000
      39.178      22.197     -21.000
      40.297      22.197     -21.000
      41.416      22.197     -21.000
      42.536      22.197     -21.000
      43.655      22.197     -21.000
      44.774      22.197     -21.000
      45.894      22.197     -21.000
      47.013      22.197     -21.000
      48.132      22.197     -21.000
      49.252      22.197     -21.000
      50.371      22.197     -21.000
       0.000      22.778     -21.000
       1.159      22.778     -21.000
       2.318      22.778     -21.000
       3.477      22.778     -21.000
       4.636      22.778     -21.000
       5.796      22.778     -21.000
       6.955      22.778     -21.000
       8.114      22.778     -21.000
       9.273      22.778     -21.000
      10.432      22.778     -21.000
      11.591      22.778     -21.000
      12.750      22.778     -21.000
      13.910      22.778     -21.000
      15.069      22.778     -21.000
      16.228      22.778     -21.000
      17.387      22.778     -21.000
      18.546      22.778     -21.000
      19.705      22.778     -21.000
      20.864      22.778     -21.000
      22.023      22.778     -21.000
      23.183      22.778     -21.000
      24.342      22.778     -21.000
      25.501      22.778     -21.000
      26.660      22.778     -21.000
      27.819      22.778     -21.000
      28.978      22.778     -21.000
      30.137      22.778     -21.000
      31.296      22.778     -21.000
      32.456      22.778     -21.000
      33.615      22.778     -21.000
      34.774      22.778     -21.000
      35.933      22.778     -21.000
      37.092      22.778     -21.000
      38.251      22.778     -21.000
      39.410      22.778     -21.000
      40.569      22.778     -21.000
      41.729      22.778     -21.000
      42.888      22.778     -21.000
      44.047      22.778     -21.000
      45.206      22.778     -21.000
      46.365      22.778     -21.000
      47.524      22.778     -21.000
      48.683      22.778     -21.000
      49.842      22.778     -21.000
      51.002      22.778     -21.000
      52.161      22.778     -21.000
       0.000      23.719     -21.000
       1.195      23.719     -21.000
       2.391      23.719     -21.000
       3.586      23.719     -21.000
       4.781      23.719     -21.000
       5.977      23.719     -21.000
       7.172      23.719     -21.000
       8.367      23.719     -21.000
       9.563      23.719     -21.000
      10.758      23.719     -21.000
      11.953      23.719     -21.000
      13.149      23.719     -21.000
      14.344      23.719     -21.000
      15.539      23.719     -21.000
      16.735      23.719     -21.000
      17.930      23.719     -21.000
      19.125      23.719     -21.000
      20.321      23.719     -21.000
      21.516      23.719     -21.000
      22.711      23.719     -21.000
      23.907      23.719     -21.000
      25.102      23.719     -21.000
      26.297      23.719     -21.000
      27.493      23.719     -21.000
      28.688      23.719     -21.000
      29.883      23.719     -21.000
      31.079      23.719     -21.000
      32.274      23.719     -21.000
      33.469      23.719     -21.000
      34.665      23.719     -21.000
